BoardSize,MutationRate,TypeOfStartEnvironment,FitnessTimeStep,CostToLive,FitnessRepThreshold,DiffusionTimeStep,DiffusionConstG,DiffusionCutOff,DoDiffusion,ColorSecretionTimeStep,ColorSecreted,AmountColorSecreted,ColorSecretionCostPerTimeStep,DoColorSecretion,ColorMetabolismTimeStep,ColorUptakeG,ColorFitnessPerUnitG,DoColorMetabolism,TimeTaken,CellID,HighestProducerCount,LowestProducerCount,TimeAtHighestProdCount,TimeAtLowestProdCount,HighestProducerCountAfterStable,LowestProducerCountAfterStable,TimeAtHighestProdCountAfterStable,TimeAtLowestProdCountAfterStable,CellCountmean,CellCountvariance,CellCountmeanPast1000,CellCountvariancePast1000,ProducerFrequencymean,ProducerFrequencyvariance,ProducerFrequencymeanPast1000,ProducerFrequencyvariancePast1000,ProducerCountmean,ProducerCountvariance,ProducerCountmeanPast1000,ProducerCountvariancePast1000
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5000.095,2765059,2791,1424,4309.18,29.89358,2791,2469,4309.18,1007.716,2791,0,2791,0,0.9185511,0.0153094,0.9742804,0.0005604877,2563.676,119256.1,2719.215,4366.013
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5000.395,2677466,2789,1426,4187.893,8.97916,2789,2144,4187.893,1000.761,2791,0,2791,0,0.8996371,0.01874033,0.9645459,0.001804522,2510.886,145981.7,2692.045,14056.68
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5000.008,2742900,2791,1425,2696.023,7.775335,2791,2372,2696.023,1001.874,2791,0,2791,0,0.9281032,0.01430376,0.9804374,0.001138704,2590.336,111421.6,2736.401,8870.059
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5000.02,2709011,2791,1425,4084.318,9.354795,2791,2372,4084.318,1000.783,2791,0,2791,0,0.9174626,0.01286355,0.968161,0.0008667797,2560.639,100203.2,2702.139,6752.034
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5000.666,2726533,2791,1425,3609.249,9.894736,2791,2163,3609.249,1001.695,2791,0,2791,0,0.9083983,0.01746528,0.9686103,0.001851343,2535.341,136049.4,2703.393,14421.54
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5001.856,2740897,2791,1424,2079.533,8.655229,2791,2311,2079.533,1017.205,2791,0,2791,0,0.9260134,0.01872877,0.9899991,0.0008229138,2584.503,145890.1,2763.087,6410.131
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5000.85,2725067,2791,1424,3083.09,8.764602,2791,2201,3083.09,1000.203,2791,0,2791,0,0.9146047,0.01704955,0.9743618,0.00146493,2552.662,132811.1,2719.444,11411.23
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5002.445,2689859,2791,1426,3764.845,9.368118,2791,2208,3764.845,1023.432,2791,0,2791,0,0.9008446,0.01868313,0.9641662,0.002035442,2514.257,145536,2690.988,15855.46
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5000.586,2699359,2791,1425,2787.843,8.2421,2791,2220,2787.843,1000.918,2791,0,2791,0,0.9110689,0.01859949,0.9725294,0.002752246,2542.794,144884.5,2714.33,21439.12
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5002.189,2702323,2791,1425,4011.875,7.158602,2791,2268,4011.875,1018.098,2791,0,2791,0,0.9010631,0.01583237,0.9587249,0.001524188,2514.866,123329.4,2675.801,11873.02

