BoardSize,MutationRate,TypeOfStartEnvironment,FitnessTimeStep,CostToLive,FitnessRepThreshold,DiffusionTimeStep,DiffusionConstG,DiffusionCutOff,DoDiffusion,ColorSecretionTimeStep,ColorSecreted,AmountColorSecreted,ColorSecretionCostPerTimeStep,DoColorSecretion,ColorMetabolismTimeStep,ColorUptakeG,ColorFitnessPerUnitG,DoColorMetabolism,TimeTaken,CellID,HighestProducerCount,LowestProducerCount,TimeAtHighestProdCount,TimeAtLowestProdCount,HighestProducerCountAfterStable,LowestProducerCountAfterStable,TimeAtHighestProdCountAfterStable,TimeAtLowestProdCountAfterStable,CellCountmean,CellCountvariance,CellCountmeanPast1000,CellCountvariancePast1000,ProducerFrequencymean,ProducerFrequencyvariance,ProducerFrequencymeanPast1000,ProducerFrequencyvariancePast1000,ProducerCountmean,ProducerCountvariance,ProducerCountmeanPast1000,ProducerCountvariancePast1000
15,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5001.189,195172,409,0,37.47761,1497.986,62,0,1023.313,1497.986,721,0,721,0,0.06370967,0.01727539,0.005882735,0.0002721878,45.93466,8980.487,4.241451,141.4966
15,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5000.579,201779,412,0,69.29651,1924.28,101,0,1032.567,1924.28,721,0,721,0,0.07517386,0.01892821,0.01382788,0.0008262618,54.20032,9839.727,9.96991,429.5291
15,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5002.144,203562,414,0,58.84474,1051.661,8,0,1001.37,1051.661,721,0,721,0,0.06712969,0.0232935,5.669973E-05,3.415798E-07,48.4005,12108.96,0.0408805,0.1775812
15,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5000.308,208538,399,0,172.4956,1936.877,155,0,1418.483,1936.877,721,0,721,0,0.08903647,0.02116188,0.02799439,0.003338784,64.1953,11000.96,20.18394,1735.627
15,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5000.714,210653,394,0,136.4593,1653.387,171,0,1009.097,1653.387,721,0,721,0,0.09305439,0.02468332,0.0213723,0.003067833,67.09225,12831.07,15.40942,1594.812
15,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5000.925,219870,426,0,112.9406,2053.272,256,0,1081.726,2053.272,721,0,721,0,0.1178919,0.02798409,0.05040799,0.009576617,85,14547.19,36.34416,4978.496
15,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5001.441,208078,418,0,127.6769,1264.18,70,0,1098.703,1264.18,721,0,721,0,0.07564283,0.02571118,0.003754878,0.0002215209,54.53846,13365.33,2.707267,115.1558
15,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5001.764,207989,404,0,32.43262,2463.944,141,0,1264.845,2463.944,721,0,721,0,0.09715533,0.02210043,0.03405086,0.002793538,70.04892,11488.69,24.55065,1452.215
15,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5000.025,204721,419,0,85.90606,1534.336,68,0,1009.272,1534.336,721,0,721,0,0.07880741,0.02612883,0.007781845,0.0004347906,56.82013,13583.27,5.610711,226.025
15,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5000.304,203348,414,0,112.9729,1921.76,96,0,1124.772,1921.76,721,0,721,0,0.08129057,0.02279476,0.01712982,0.001216109,58.61053,11849.28,12.35061,632.2189

