BoardSize,MutationRate,TypeOfStartEnvironment,FitnessTimeStep,CostToLive,FitnessRepThreshold,DiffusionTimeStep,DiffusionConstG,DiffusionCutOff,DoDiffusion,ColorSecretionTimeStep,ColorSecreted,AmountColorSecreted,ColorSecretionCostPerTimeStep,DoColorSecretion,ColorMetabolismTimeStep,ColorUptakeG,ColorFitnessPerUnitG,DoColorMetabolism,TimeTakenmean,TimeTakenvariance,CellIDmean,CellIDvariance,HighestProducerCountmean,HighestProducerCountvariance,LowestProducerCountmean,LowestProducerCountvariance,TimeAtHighestProdCountmean,TimeAtHighestProdCountvariance,TimeAtLowestProdCountmean,TimeAtLowestProdCountvariance,HighestProducerCountAfterStablemean,HighestProducerCountAfterStablevariance,LowestProducerCountAfterStablemean,LowestProducerCountAfterStablevariance,TimeAtHighestProdCountAfterStablemean,TimeAtHighestProdCountAfterStablevariance,TimeAtLowestProdCountAfterStablemean,TimeAtLowestProdCountAfterStablevariance,CellCountmean,CellCountvariance,CellCountmeanPast1000,CellCountvariancePast1000,ProducerFrequencymean,ProducerFrequencyvariance,ProducerFrequencymeanPast1000,ProducerFrequencyvariancePast1000,ProducerCountmean,ProducerCountvariance,ProducerCountmeanPast1000,ProducerCountvariancePast1000
15,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5001.351,1.161656,526218.1,3.516799E+09,627.3,2104.61,295.6,6541.24,2809.675,1822993,1970.157,3445748,626.2,2108.76,311.4,10138.04,3276.619,1170234,3018.172,1406913,721,0,721,0,0.6634586,0.01129099,0.6654191,0.01692476,478.3536,5869.491,479.7671,8798.146
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5001.114,0.5687629,1710717,5.752846E+10,1758.4,31135.04,892.7,136205.2,1762.469,2429853,4263.43,353520.3,1662.6,77911.84,892.7,136205.2,2333.386,1436843,4263.43,353520.3,2791,0,2791,0,0.4792324,0.01001216,0.4648389,0.01411274,1337.538,77991.42,1297.365,109933.6

