BoardSize,MutationRate,TypeOfStartEnvironment,FitnessTimeStep,CostToLive,FitnessRepThreshold,DiffusionTimeStep,DiffusionConstG,DiffusionCutOff,DoDiffusion,ColorSecretionTimeStep,ColorSecreted,AmountColorSecreted,ColorSecretionCostPerTimeStep,DoColorSecretion,ColorMetabolismTimeStep,ColorUptakeG,ColorFitnessPerUnitG,DoColorMetabolism,TimeTakenmean,TimeTakenvariance,CellIDmean,CellIDvariance,HighestProducerCountmean,HighestProducerCountvariance,LowestProducerCountmean,LowestProducerCountvariance,TimeAtHighestProdCountmean,TimeAtHighestProdCountvariance,TimeAtLowestProdCountmean,TimeAtLowestProdCountvariance,HighestProducerCountAfterStablemean,HighestProducerCountAfterStablevariance,LowestProducerCountAfterStablemean,LowestProducerCountAfterStablevariance,TimeAtHighestProdCountAfterStablemean,TimeAtHighestProdCountAfterStablevariance,TimeAtLowestProdCountAfterStablemean,TimeAtLowestProdCountAfterStablevariance,CellCountmean,CellCountvariance,CellCountmeanPast1000,CellCountvariancePast1000,ProducerFrequencymean,ProducerFrequencyvariance,ProducerFrequencymeanPast1000,ProducerFrequencyvariancePast1000,ProducerCountmean,ProducerCountvariance,ProducerCountmeanPast1000,ProducerCountvariancePast1000
20,0,SmallSeedEach,2,-0.1,1,0.5,0.2,1,True,2,Green,1000,0.2,True,2,1000,0.001,True,3000.473,0.05983803,153295.4,2.908558E+08,1069,749.2,2.2,2.56,697.01,4673.969,2506.845,29300.18,874,15466,2.2,2.56,1007.612,57.39153,2506.845,29300.18,1112.227,552.4043,1246.298,456.3177,0.406442,0.002491875,0.1955511,0.003287377,390.1359,2557.975,243.2561,4936.683
20,0,SmallSeedEach,2,-0.1,1,0.5,0.2,1,True,2,Green,1000,0.2,True,2,1000,0.001,True,3000.729,0.1675295,320621,1.211012E+07,1261,0,18,0,1282.924,80323.02,14.00665,1.342735,1261,0,1244,113.2,1308.448,62031.69,1025.057,1057.993,1127.564,143.4899,1261,0,0.9813066,5.257398E-06,0.9986774,2.938898E-06,1120.315,146.3791,1259.333,4.672414
20,0,SmallSeedEach,2,-0.1,1,0.5,0.2,1,True,2,Green,1000,0.2,True,2,1000,0.001,True,3001.434,0.8306432,318839.6,5.491956E+07,1261,0,16.8,8.56,719.4409,22076.91,14.71516,1.080997,1261,0,1260,0,1001.435,0.6403068,1001.435,0.6403068,1117.941,1136.94,1261,0,0.983674,1.65363E-05,1,0,1114.434,1192.772,1261,0

