BoardSize,MutationRate,TypeOfStartEnvironment,FitnessTimeStep,CostToLive,FitnessRepThreshold,DiffusionTimeStep,DiffusionConstG,DiffusionCutOff,DoDiffusion,ColorSecretionTimeStep,ColorSecreted,AmountColorSecreted,ColorSecretionCostPerTimeStep,DoColorSecretion,ColorMetabolismTimeStep,ColorUptakeG,ColorFitnessPerUnitG,DoColorMetabolism,TimeTakenmean,TimeTakenvariance,CellIDmean,CellIDvariance,HighestProducerCountmean,HighestProducerCountvariance,LowestProducerCountmean,LowestProducerCountvariance,TimeAtHighestProdCountmean,TimeAtHighestProdCountvariance,TimeAtLowestProdCountmean,TimeAtLowestProdCountvariance,HighestProducerCountAfterStablemean,HighestProducerCountAfterStablevariance,LowestProducerCountAfterStablemean,LowestProducerCountAfterStablevariance,TimeAtHighestProdCountAfterStablemean,TimeAtHighestProdCountAfterStablevariance,TimeAtLowestProdCountAfterStablemean,TimeAtLowestProdCountAfterStablevariance,CellCountmean,CellCountvariance,CellCountmeanPast1000,CellCountvariancePast1000,ProducerFrequencymean,ProducerFrequencyvariance,ProducerFrequencymeanPast1000,ProducerFrequencyvariancePast1000,ProducerCountmean,ProducerCountvariance,ProducerCountmeanPast1000,ProducerCountvariancePast1000
20,0,SmallSeedEach,2,-0.1,1,0.5,0.2,1,True,2,Green,1000,0.2,True,2,1000,0.001,True,3001.12,0.3325831,167631.6,4.77565E+07,832.2,2477.36,0,0,480.3473,1079.254,1349.322,30973.06,230.2,10292.56,0,0,1000.843,0.2898791,1349.322,30973.06,1152.143,101.3365,1261,0,0.2070123,0.0003917533,0.01165962,7.240388E-05,180.6444,658.3664,14.70278,115.1309
20,0,SmallSeedEach,2,-0.1,1,0.5,0.2,1,True,2,Green,1000,0.2,True,2,1000,0.001,True,3001.247,0.2727545,307469.8,4.495055E+07,952.6,8867.84,16.8,8.56,675.0923,16071.35,14.5796,3.763876,861.6,4044.24,463,3120.4,1019.899,1201.728,2700.377,77304.25,1135.688,202.3915,1260.992,0.0002426892,0.5882815,0.0005352201,0.5008193,0.0005951197,646.5643,1197.825,631.5284,946.4022
20,0,SmallSeedEach,2,-0.1,1,0.5,0.2,1,True,2,Green,1000,0.2,True,2,1000,0.001,True,3000.851,0.4770394,342989.8,1.914374E+07,1224.8,484.56,16.6,7.84,2075.426,288713.9,14.13832,1.958207,1224.8,484.56,1073,1402.4,2075.426,288713.9,1530.135,539469.9,1147.515,94.26944,1261,0,0.8923554,0.0003246645,0.9263695,0.0005813918,1037.455,517.3088,1168.153,924.5158

