BoardSize,MutationRate,TypeOfStartEnvironment,FitnessTimeStep,CostToLive,FitnessRepThreshold,DiffusionTimeStep,DiffusionConstG,DiffusionCutOff,DoDiffusion,ColorSecretionTimeStep,ColorSecreted,AmountColorSecreted,ColorSecretionCostPerTimeStep,DoColorSecretion,ColorMetabolismTimeStep,ColorUptakeG,ColorFitnessPerUnitG,DoColorMetabolism,TimeTaken,CellID,HighestProducerCount,LowestProducerCount,TimeAtHighestProdCount,TimeAtLowestProdCount,HighestProducerCountAfterStable,LowestProducerCountAfterStable,TimeAtHighestProdCountAfterStable,TimeAtLowestProdCountAfterStable,CellCountmean,CellCountvariance,CellCountmeanPast1000,CellCountvariancePast1000,ProducerFrequencymean,ProducerFrequencyvariance,ProducerFrequencymeanPast1000,ProducerFrequencyvariancePast1000,ProducerCountmean,ProducerCountvariance,ProducerCountmeanPast1000,ProducerCountvariancePast1000
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5001.946,711746,1506,0,94.69594,2689.815,586,0,1001.057,2689.815,2791,0,2791,0,0.09918257,0.02318597,0.03264989,0.002912527,276.8187,180605.7,91.12587,22687.94
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5001.663,702894,1490,0,94.31194,2018.458,641,0,1001.486,2018.458,2791,0,2791,0,0.09317388,0.02590744,0.02161544,0.002311302,260.0483,201810.7,60.3287,18004.25
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5001.364,713288,1491,0,125.7501,2208.912,742,0,1000.751,2208.912,2791,0,2791,0,0.0974161,0.02809863,0.0215452,0.002635003,271.8883,218877.6,60.13268,20525.81
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5000.574,762187,1518,0,112.4274,2727.53,771,0,1013.093,2727.53,2791,0,2791,0,0.1185474,0.02907514,0.04479319,0.005840443,330.8656,226486.7,125.0178,45493.89
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5000.945,697369,1500,0,148.2213,2085.557,717,0,1000.955,2085.557,2791,0,2791,0,0.09315624,0.02778505,0.01800307,0.002184688,259.9992,216435.2,50.24655,17018.53
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5001.369,663701,1487,0,41.48264,2376.636,352,0,1010.919,2376.636,2791,0,2791,0,0.07679535,0.02084426,0.01209217,0.0005464565,214.3357,162368.3,33.74926,4256.772
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5000.462,696977,1454,0,69.24969,1696.922,598,0,1024.568,1696.922,2791,0,2791,0,0.09134489,0.0281198,0.01384726,0.001636801,254.9434,219041,38.64772,12750.82
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5000.076,758430,1485,0,70.1486,2632.277,893,0,1014.421,2632.277,2791,0,2791,0,0.1168084,0.02762017,0.04556123,0.006142749,326.0121,215155.4,127.1614,47851.89
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5001.235,691053,1473,0,75.08981,1999.34,577,0,1029.572,1999.34,2791,0,2791,0,0.08432353,0.02344653,0.01619772,0.001461424,235.3469,182642.7,45.20784,11384.13
30,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5000.739,732746,1512,0,96.48328,2544.778,817,0,1004.857,2544.778,2791,0,2791,0,0.1049696,0.0264423,0.03394706,0.004295041,292.9701,205973.5,94.74627,33455.93

