BoardSize,MutationRate,TypeOfStartEnvironment,FitnessTimeStep,CostToLive,FitnessRepThreshold,DiffusionTimeStep,DiffusionConstG,DiffusionCutOff,DoDiffusion,ColorSecretionTimeStep,ColorSecreted,AmountColorSecreted,ColorSecretionCostPerTimeStep,DoColorSecretion,ColorMetabolismTimeStep,ColorUptakeG,ColorFitnessPerUnitG,DoColorMetabolism,TimeTaken,CellID,HighestProducerCount,LowestProducerCount,TimeAtHighestProdCount,TimeAtLowestProdCount,HighestProducerCountAfterStable,LowestProducerCountAfterStable,TimeAtHighestProdCountAfterStable,TimeAtLowestProdCountAfterStable,CellCountmean,CellCountvariance,CellCountmeanPast1000,CellCountvariancePast1000,ProducerFrequencymean,ProducerFrequencyvariance,ProducerFrequencymeanPast1000,ProducerFrequencyvariancePast1000,ProducerCountmean,ProducerCountvariance,ProducerCountmeanPast1000,ProducerCountvariancePast1000
15,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5003.714,622947,715,375,4438.662,3.102834,715,484,4438.662,2640.665,721,0,721,0,0.8229705,0.01043001,0.8615348,0.004976622,593.3615,5421.955,621.1661,2587.053
15,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5000.42,457760,603,174,4673.882,2224.938,603,174,4673.882,2224.938,721,0,721,0,0.5341048,0.0214442,0.5105769,0.02293879,385.0897,11147.58,368.126,11924.5
15,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5000.249,573515,657,374,2047.987,21.96203,657,413,2047.987,3565.227,721,0,721,0,0.7528185,0.005665523,0.765262,0.004632154,542.782,2945.169,551.7541,2407.984
15,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5000.699,433851,551,199,4151.927,1836.231,551,199,4151.927,1836.231,721,0,721,0,0.5029618,0.009349004,0.4818483,0.009049226,362.6356,4859.995,347.4125,4704.16
15,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5000.135,582108,677,357,3471.014,4984.703,677,357,3471.014,4984.703,721,0,721,0,0.7771563,0.01381005,0.8236852,0.005792513,560.3286,7179.028,593.8763,3011.189
15,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5001.526,464866,574,235,866.0908,4751.081,573,235,2019.286,4751.081,721,0,721,0,0.5543417,0.01539176,0.5278245,0.01351853,399.6803,8001.272,380.5618,7027.482
15,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5001.097,499142,620,202,1879.561,3434.986,620,202,1879.561,3434.986,721,0,721,0,0.6037449,0.01938625,0.5792349,0.01964119,435.3004,10077.78,417.6286,10210.3
15,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5002.739,563863,637,375,2164.733,41.30942,637,380,2164.733,1003.474,721,0,721,0,0.7344313,0.0053988,0.7560056,0.003591799,529.525,2806.507,545.0798,1867.165
15,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5001.463,507065,604,290,3521.184,2393.555,604,290,3521.184,2393.555,721,0,721,0,0.6358005,0.007163412,0.6330106,0.007969421,458.4122,3723.841,456.4005,4142.834
15,0,HalfAndHalf,2,-0.1,1,0.5,0.1,1,False,2,Green,1000,0.2,False,2,1000,0.001,False,5001.472,557064,635,375,881.7074,9.69926,625,380,4397.959,3346.865,721,0,721,0,0.7162563,0.004496966,0.7152082,0.003503608,516.4208,2337.707,515.665,1821.317

