BoardSize,MutationRate,TypeOfStartEnvironment,FitnessTimeStep,CostToLive,FitnessRepThreshold,DirectFitnessTimer,DirectFitnessRange,DirectFitnessBenefit,DirectFitnessCost,DirectFitnessbcRatio,DirectFitnessExploitability,DoDirectFitness,ColorSecretionCostPerTimeStep,DoColorSecretion,ColorMetabolismTimeStep,ColorUptakeG,ColorFitnessPerUnitG,DoColorMetabolism,TimeTaken,CellID,HighestProducerCount,LowestProducerCount,TimeAtHighestProdCount,TimeAtLowestProdCount,HighestProducerCountAfterStable,LowestProducerCountAfterStable,TimeAtHighestProdCountAfterStable,TimeAtLowestProdCountAfterStable,CellCountmean,CellCountvariance,CellCountmeanPast1500,CellCountvariancePast1500,ProducerFrequencymean,ProducerFrequencyvariance,ProducerFrequencymeanPast1500,ProducerFrequencyvariancePast1500,ProducerCountmean,ProducerCountvariance,ProducerCountmeanPast1500,ProducerCountvariancePast1500
15,0,HalfAndHalf,1,-0.1,1,5,1,0.65,0.1,6.5,1,False,0.1,True,1,10000,0.0001,True,3000.727,419145,393,75,124.6278,2822.717,318,75,2515.477,2822.717,721,0,721,0,0.3152896,0.01235529,0.2390331,0.005122478,227.3238,6422.789,172.3428,2662.874
15,0,HalfAndHalf,1,-0.1,1,5,1,0.65,0.1,6.5,1,False,0.1,True,1,10000,0.0001,True,3000.632,350473,513,0,314.9445,2905.22,252,0,1645.577,2905.22,721,0,721,0,0.2389215,0.03312168,0.1032423,0.005697456,172.2625,17217.96,74.43767,2961.763
15,0,HalfAndHalf,1,-0.1,1,5,1,0.65,0.1,6.5,1,False,0.1,True,1,10000,0.0001,True,3001.771,422069,476,44,167.5196,2921.986,295,44,1807.64,2921.986,721,0,721,0,0.3192378,0.02105817,0.2361087,0.006489066,230.1706,10946.9,170.2344,3373.279
15,0,HalfAndHalf,1,-0.1,1,5,1,0.65,0.1,6.5,1,False,0.1,True,1,10000,0.0001,True,3000.932,466028,514,226,436.9274,1745.686,418,226,2351.024,1745.686,721,0,721,0,0.4677026,0.004142161,0.4483411,0.002140664,337.2139,2153.262,323.254,1112.805
15,0,HalfAndHalf,1,-0.1,1,5,1,0.65,0.1,6.5,1,False,0.1,True,1,10000,0.0001,True,3000.639,370095,411,21,80.91904,2692.105,244,21,1611.858,2692.105,721,0,721,0,0.2338127,0.02271668,0.1396027,0.005113157,168.5789,11809.1,100.6536,2658.029
15,0,HalfAndHalf,1,-0.1,1,5,1,0.65,0.1,6.5,1,False,0.1,True,1,10000,0.0001,True,3000.022,466660,411,74,49.57649,2771.692,301,74,1716.721,2771.692,721,0,721,0,0.313623,0.009302533,0.243844,0.00476521,226.1222,4835.833,175.8116,2477.153
15,0,HalfAndHalf,1,-0.1,1,5,1,0.65,0.1,6.5,1,False,0.1,True,1,10000,0.0001,True,3000.756,382701,422,26,105.2084,2057.598,288,26,2709.292,2057.598,721,0,721,0,0.2492052,0.0241551,0.2050089,0.009758885,179.677,12556.79,147.8114,5073.07
15,0,HalfAndHalf,1,-0.1,1,5,1,0.65,0.1,6.5,1,False,0.1,True,1,10000,0.0001,True,3000.933,350678,410,8,71.43884,2017.653,183,8,2933.482,2017.653,721,0,721,0,0.203796,0.02440122,0.100319,0.001907733,146.9369,12684.76,72.33005,991.7184
15,0,HalfAndHalf,1,-0.1,1,5,1,0.65,0.1,6.5,1,False,0.1,True,1,10000,0.0001,True,3000.604,412682,485,0,282.7749,2758.578,272,0,2063.039,2758.578,721,0,721,0,0.2854687,0.03306128,0.1559913,0.01087321,205.823,17186.63,112.4697,5652.335
15,0,HalfAndHalf,1,-0.1,1,5,1,0.65,0.1,6.5,1,False,0.1,True,1,10000,0.0001,True,3000.921,423145,425,31,119.94,1302.391,309,80,1809.967,1503.141,721,0,721,0,0.2808268,0.01293835,0.2607628,0.0027016,202.4763,6725.895,188.0099,1404.402

