BoardSize,MutationRate,TypeOfStartEnvironment,FitnessTimeStep,CostToLive,FitnessRepThreshold,DirectFitnessTimer,DirectFitnessRange,DirectFitnessBenefit,DirectFitnessCost,DirectFitnessbcRatio,DirectFitnessExploitability,DoDirectFitness,ColorSecretionCostPerTimeStep,DoColorSecretion,ColorMetabolismTimeStep,ColorUptakeG,ColorFitnessPerUnitG,DoColorMetabolism,TimeTaken,CellID,HighestProducerCount,LowestProducerCount,TimeAtHighestProdCount,TimeAtLowestProdCount,HighestProducerCountAfterStable,LowestProducerCountAfterStable,TimeAtHighestProdCountAfterStable,TimeAtLowestProdCountAfterStable,CellCountmean,CellCountvariance,CellCountmeanPast1000,CellCountvariancePast1000,ProducerFrequencymean,ProducerFrequencyvariance,ProducerFrequencymeanPast1000,ProducerFrequencyvariancePast1000,ProducerCountmean,ProducerCountvariance,ProducerCountmeanPast1000,ProducerCountvariancePast1000
30,0,HalfAndHalf,1,-0.1,1,5,1,0.65,0.1,6.5,1,False,0.1,True,1,10000,0.0001,True,3000.48,1128199,1470,781,257.1093,2472.362,1294,781,1004.978,2472.362,2791,0,2791,0,0.3983663,0.00746125,0.3466545,0.002902854,1111.84,58120.7,967.5129,22612.34
30,0,HalfAndHalf,1,-0.1,1,5,1,0.65,0.1,6.5,1,False,0.1,True,1,10000,0.0001,True,3000.059,1203461,1658,912,359.2243,2200.105,1409,912,1014.872,2200.105,2791,0,2791,0,0.4479134,0.005912264,0.4021373,0.002252558,1250.127,46054.68,1122.365,17546.71
30,0,HalfAndHalf,1,-0.1,1,5,1,0.65,0.1,6.5,1,False,0.1,True,1,10000,0.0001,True,3000.156,1134798,1472,705,129.1161,2690.865,1297,705,1262.219,2690.865,2791,0,2791,0,0.3978061,0.006778106,0.3547799,0.004531248,1110.277,52799.28,990.1904,35296.97
30,0,HalfAndHalf,1,-0.1,1,5,1,0.65,0.1,6.5,1,False,0.1,True,1,10000,0.0001,True,3000.502,1144598,1482,738,152.2186,2989.411,1227,738,1007.031,2989.411,2791,0,2791,0,0.4010057,0.005001951,0.3593861,0.001519259,1119.207,38963.59,1003.047,11834.54
30,0,HalfAndHalf,1,-0.1,1,5,1,0.65,0.1,6.5,1,False,0.1,True,1,10000,0.0001,True,3000.471,1090809,1463,599,44.48236,2885.075,1131,599,1007.19,2885.075,2791,0,2791,0,0.3527702,0.006068678,0.3060538,0.002027011,984.5826,47273.09,854.1963,15789.77
30,0,HalfAndHalf,1,-0.1,1,5,1,0.65,0.1,6.5,1,False,0.1,True,1,10000,0.0001,True,3000.225,1109261,1451,520,23.53699,2768.782,1341,520,1013.477,2768.782,2791,0,2791,0,0.3749283,0.009051807,0.3223366,0.00514011,1046.425,70510.71,899.6414,40039.83
30,0,HalfAndHalf,1,-0.1,1,5,1,0.65,0.1,6.5,1,False,0.1,True,1,10000,0.0001,True,3000.007,1231239,1479,1145,124.4231,2656.804,1414,1145,1160.798,2656.804,2791,0,2791,0,0.4707105,0.0005839138,0.4623046,0.0004844839,1313.753,4548.501,1290.292,3773.974
30,0,HalfAndHalf,1,-0.1,1,5,1,0.65,0.1,6.5,1,False,0.1,True,1,10000,0.0001,True,3000.817,1198816,1583,816,419.3187,2878.933,1483,816,1000.318,2878.933,2791,0,2791,0,0.4450429,0.008589135,0.3957833,0.005427105,1242.114,66906.63,1104.631,42275.41
30,0,HalfAndHalf,1,-0.1,1,5,1,0.65,0.1,6.5,1,False,0.1,True,1,10000,0.0001,True,3000.241,1116106,1438,787,23.64395,2558.033,1170,787,1002.201,2558.033,2791,0,2791,0,0.3802814,0.004693024,0.3348523,0.0005711228,1061.365,36557.18,934.573,4448.869
30,0,HalfAndHalf,1,-0.1,1,5,1,0.65,0.1,6.5,1,False,0.1,True,1,10000,0.0001,True,3000.439,1223412,1495,950,803.935,2793.66,1410,950,1413.357,2793.66,2791,0,2791,0,0.4577492,0.002893222,0.4323634,0.002318832,1277.578,22537.24,1206.726,18062.96

